0,68,
1,43,
1,54,
1,105,
2,15,
2,171,
2,381,
3,39,
3,46,
3,50,
4,112,
5,124,
5,133,
6,63,
6,108,
7,35,
7,52,
7,55,
8,27,
9,106,
9,109,
9,113,
10,126,
11,56,
11,123,
11,142,
12,19,
12,79,
13,45,
13,122,
13,176,
14,167,
14,169,
15,115,
15,180,
16,56,
17,146,
18,105,
19,70,
20,53,
21,116,
21,119,
22,116,
22,162,
23,128,
24,49,
25,57,
25,138,
26,36,
26,82,
26,118,
27,67,
27,103,
28,75,
28,77,
29,99,
29,174,
30,42,
30,68,
31,90,
31,144,
32,48,
32,61,
33,42,
33,61,
34,102,
34,145,
34,163,
34,170,
35,60,
35,80,
37,61,
37,67,
37,94,
38,131,
40,145,
41,54,
41,95,
42,144,
43,129,
44,130,
44,159,
45,76,
45,177,
46,149,
47,86,
47,146,
49,82,
49,86,
49,142,
49,148,
49,164,
50,77,
51,112,
51,182,
52,136,
53,76,
54,70,
54,71,
54,114,
55,156,
57,102,
58,87,
59,76,
59,149,
62,154,
62,163,
63,141,
64,84,
64,182,
65,185,
66,77,
66,169,
66,181,
67,85,
69,159,
69,178,
70,92,
72,146,
73,83,
73,141,
74,101,
75,168,
78,86,
79,100,
80,123,
80,163,
80,165,
81,93,
81,159,
84,125,
85,131,
86,88,
86,97,
86,185,
87,141,
88,143,
89,125,
89,132,
91,153,
91,157,
92,104,
95,110,
96,175,
98,128,
98,184,
99,112,
101,110,
101,180,
102,161,
105,123,
106,119,
107,143,
108,154,
111,134,
111,136,
113,152,
114,133,
115,153,
117,174,
119,125,
120,142,
121,128,
121,140,
121,165,
126,159,
127,154,
130,158,
135,140,
136,173,
137,183,
139,179,
142,144,
142,151,
145,150,
145,160,
147,185,
153,172,
155,168,
158,182,
159,170,
160,179,
166,178,
167,175,
176,182,
183,185,
186,194,
187,242,
188,248,
188,307,
189,334,
190,215,
190,224,
191,209,
191,248,
191,265,
191,367,
192,202,
192,214,
193,203,
194,240,
194,246,
194,280,
194,323,
195,252,
195,256,
195,290,
195,292,
196,218,
196,293,
196,376,
197,225,
197,491,
198,203,
198,296,
198,372,
199,295,
200,249,
200,328,
200,375,
201,301,
202,321,
203,356,
204,317,
205,237,
205,354,
206,322,
207,244,
208,264,
210,369,
211,266,
211,275,
211,330,
212,328,
213,322,
214,310,
214,335,
216,251,
217,310,
218,343,
219,227,
220,237,
221,328,
221,333,
221,344,
222,357,
223,256,
224,278,
224,279,
224,306,
224,314,
224,335,
225,376,
226,254,
227,286,
227,297,
228,312,
229,341,
229,369,
230,296,
231,274,
231,314,
232,276,
232,300,
233,273,
233,317,
234,300,
235,311,
236,374,
237,289,
238,312,
239,272,
241,325,
242,244,
242,373,
243,244,
243,329,
244,291,
245,254,
247,270,
247,313,
247,356,
248,359,
250,305,
251,291,
252,376,
253,292,
253,296,
254,271,
254,303,
254,361,
255,284,
256,302,
256,374,
257,259,
257,360,
258,342,
259,375,
260,377,
261,351,
262,266,
262,319,
262,359,
263,266,
263,277,
264,267,
265,308,
265,351,
266,350,
267,292,
268,338,
269,324,
272,316,
273,294,
273,326,
273,369,
278,298,
280,350,
280,370,
281,324,
282,376,
283,306,
283,332,
284,299,
284,325,
285,340,
285,361,
286,316,
286,344,
287,339,
288,332,
288,358,
289,292,
291,357,
291,371,
292,363,
292,378,
295,319,
297,325,
297,365,
300,322,
301,326,
303,334,
304,309,
304,340,
304,364,
305,344,
307,339,
310,320,
310,331,
311,322,
312,316,
312,338,
313,337,
314,327,
314,349,
315,377,
318,332,
318,346,
318,355,
322,337,
324,378,
326,375,
327,336,
328,348,
332,374,
334,366,
339,362,
342,353,
345,346,
347,369,
348,378,
350,355,
350,368,
352,358,
353,373,
356,377,
359,361,
363,373,
372,392,
379,384,
379,388,
379,389,
380,387,
380,389,
381,394,
382,391,
383,391,
383,395,
385,392,
386,395,
388,390,
390,391,
390,394,
392,393,
393,395,
396,425,
396,478,
397,467,
397,548,
397,564,
398,524,
399,516,
399,545,
399,567,
400,568,
401,497,
401,552,
402,408,
403,462,
403,542,
404,564,
405,559,
406,413,
406,487,
406,537,
407,521,
408,468,
408,489,
409,411,
410,513,
410,557,
411,423,
411,434,
412,458,
412,522,
412,538,
412,547,
413,522,
414,442,
414,460,
414,482,
414,490,
415,563,
416,552,
417,543,
418,460,
418,491,
418,568,
419,459,
420,447,
420,524,
421,448,
421,570,
422,556,
423,528,
424,438,
424,457,
424,489,
424,566,
425,501,
425,514,
426,440,
426,540,
427,473,
428,471,
428,481,
429,505,
430,494,
430,522,
431,463,
432,495,
432,502,
432,555,
433,553,
433,568,
435,447,
435,559,
436,454,
436,505,
437,544,
438,465,
439,482,
440,528,
440,533,
441,502,
443,505,
443,506,
444,543,
445,526,
446,462,
447,530,
448,504,
449,486,
449,493,
450,456,
450,483,
451,479,
451,537,
451,541,
452,564,
453,539,
453,570,
455,464,
456,524,
457,500,
457,550,
459,506,
460,468,
461,481,
461,495,
461,552,
462,523,
463,527,
463,549,
463,572,
464,538,
466,537,
467,524,
467,533,
468,527,
469,520,
469,522,
470,481,
472,517,
473,521,
474,523,
475,490,
476,541,
477,557,
479,503,
479,507,
480,501,
483,496,
484,545,
485,565,
487,533,
487,535,
488,502,
489,534,
490,510,
491,569,
492,552,
493,501,
493,524,
493,546,
496,521,
496,536,
498,569,
499,514,
502,515,
503,505,
503,526,
505,554,
507,544,
508,513,
508,517,
508,525,
509,522,
511,546,
511,551,
511,563,
512,518,
512,571,
513,539,
515,536,
515,552,
515,556,
516,521,
517,529,
518,549,
519,566,
520,532,
521,565,
521,622,
521,628,
523,557,
524,558,
528,539,
531,566,
536,560,
536,569,
542,562,
543,571,
547,561,
573,616,
573,632,
574,641,
575,583,
575,594,
576,588,
576,613,
577,591,
577,592,
578,605,
579,585,
579,620,
580,607,
581,587,
581,591,
582,607,
582,621,
583,630,
583,635,
584,643,
585,595,
585,641,
586,588,
586,596,
586,649,
587,626,
589,621,
590,638,
591,641,
593,594,
593,633,
594,621,
594,627,
596,644,
597,618,
597,627,
597,628,
597,629,
598,605,
598,613,
599,648,
600,602,
600,614,
601,632,
602,609,
602,637,
602,641,
602,642,
603,637,
604,624,
604,629,
605,646,
605,648,
606,609,
607,647,
608,609,
609,616,
610,625,
611,612,
611,648,
613,643,
615,617,
616,634,
616,640,
616,648,
617,628,
618,639,
619,630,
621,640,
623,625,
624,625,
625,638,
631,636,
636,643,
638,650,
645,650,
