0,1,
0,3,
0,152,
1,2,
1,333,
4,6,
4,42,
5,6,
6,8,
7,8,
7,246,
9,11,
9,13,
10,12,
11,12,
12,13,
13,43,
13,44,
13,188,
14,15,
14,19,
15,20,
16,17,
17,18,
17,19,
17,21,
17,47,
17,174,
17,177,
22,24,
22,25,
22,74,
22,76,
22,98,
23,25,
23,64,
23,101,
23,143,
23,144,
23,260,
23,285,
26,27,
27,91,
28,29,
28,203,
28,204,
28,206,
28,296,
28,298,
29,30,
29,50,
29,51,
29,242,
30,54,
30,55,
31,32,
31,105,
31,345,
32,33,
32,252,
32,262,
32,340,
32,342,
34,35,
34,134,
34,262,
34,263,
34,276,
35,36,
36,137,
37,41,
38,40,
38,41,
39,40,
40,163,
41,42,
44,45,
46,47,
46,96,
46,118,
46,120,
46,290,
47,320,
48,50,
48,52,
49,53,
50,53,
54,201,
55,69,
56,57,
56,59,
56,157,
56,166,
57,62,
58,63,
59,60,
59,62,
60,61,
60,63,
61,63,
65,66,
66,189,
66,212,
66,223,
66,233,
66,281,
67,68,
68,69,
69,78,
69,81,
70,72,
71,76,
72,73,
72,83,
73,76,
74,75,
74,76,
75,91,
75,262,
75,342,
77,78,
77,79,
79,80,
81,139,
81,142,
82,83,
83,84,
83,165,
83,214,
85,87,
85,89,
86,88,
86,90,
87,225,
88,89,
92,93,
92,94,
92,192,
92,246,
92,275,
92,328,
92,329,
92,330,
92,331,
92,332,
95,97,
96,99,
96,115,
97,98,
97,99,
98,99,
98,257,
98,347,
100,101,
102,103,
102,166,
104,107,
104,178,
105,106,
105,185,
105,294,
105,295,
105,321,
105,323,
105,326,
106,107,
108,112,
108,113,
109,110,
109,111,
109,114,
110,198,
111,112,
116,120,
117,118,
118,119,
119,334,
121,122,
121,253,
121,255,
121,343,
121,344,
121,350,
122,302,
123,125,
123,126,
124,125,
125,127,
125,128,
127,139,
127,183,
129,132,
130,131,
130,133,
131,132,
132,188,
132,195,
135,137,
135,138,
136,137,
137,147,
139,140,
141,142,
142,217,
145,147,
145,148,
146,150,
147,148,
147,149,
149,150,
151,156,
152,154,
152,156,
153,154,
153,155,
154,155,
154,156,
157,158,
157,160,
157,161,
157,165,
159,160,
160,207,
162,164,
163,164,
164,308,
164,309,
164,310,
164,318,
165,211,
165,213,
167,168,
168,170,
169,171,
170,171,
170,172,
171,272,
173,175,
173,176,
174,175,
176,279,
176,280,
178,179,
178,272,
178,339,
180,181,
180,184,
181,182,
183,184,
183,347,
185,186,
187,188,
188,193,
188,194,
188,210,
188,311,
188,315,
188,317,
188,340,
190,191,
190,192,
193,194,
193,240,
193,304,
193,306,
196,197,
196,199,
197,198,
197,225,
197,294,
200,201,
200,202,
205,206,
208,209,
208,350,
212,214,
212,222,
215,219,
216,217,
216,219,
217,220,
218,221,
220,221,
224,225,
224,228,
224,230,
225,228,
225,230,
226,227,
227,228,
229,230,
231,236,
232,233,
233,235,
233,237,
234,235,
234,236,
234,238,
239,240,
239,241,
243,244,
243,248,
245,247,
246,247,
246,253,
246,254,
246,274,
247,248,
249,250,
250,251,
251,252,
251,348,
253,255,
256,258,
257,259,
258,259,
260,261,
260,270,
260,271,
260,283,
262,342,
263,264,
265,271,
266,267,
266,268,
267,268,
267,269,
268,269,
269,270,
272,273,
276,278,
277,278,
282,283,
283,284,
283,286,
287,288,
287,292,
289,290,
289,291,
290,292,
293,295,
297,298,
299,300,
300,301,
301,302,
303,304,
303,305,
303,306,
307,308,
308,309,
311,312,
313,314,
314,315,
316,317,
319,320,
321,322,
321,323,
322,326,
324,325,
324,326,
325,326,
327,329,
333,334,
333,337,
334,337,
334,338,
335,336,
336,337,
336,338,
340,342,
341,342,
346,347,
348,349,
348,350,
348,351,
