0,15,
0,19,
1,9,
1,18,
2,12,
3,7,
3,19,
4,5,
4,6,
4,19,
4,23,
6,11,
6,20,
7,14,
8,11,
8,17,
8,22,
9,16,
10,20,
12,21,
13,15,
14,16,
20,184,
20,192,
21,22,
24,42,
24,57,
24,60,
25,42,
25,51,
25,56,
26,60,
27,35,
27,36,
27,39,
27,47,
27,49,
27,52,
27,55,
28,63,
28,65,
29,38,
29,49,
30,33,
31,40,
32,45,
32,52,
33,34,
33,38,
33,43,
33,50,
33,64,
35,59,
37,48,
38,46,
40,52,
40,61,
41,45,
42,54,
44,54,
44,62,
45,53,
48,49,
50,58,
53,103,
53,109,
54,64,
64,65,
66,83,
66,212,
67,194,
68,94,
69,136,
70,77,
70,131,
71,93,
71,119,
72,138,
73,126,
73,142,
74,80,
74,156,
75,153,
76,159,
76,189,
77,108,
77,117,
77,191,
77,213,
78,155,
78,171,
79,207,
80,149,
80,180,
81,198,
82,143,
82,173,
82,187,
83,113,
83,138,
83,157,
83,172,
84,210,
85,179,
86,89,
86,125,
87,144,
87,175,
87,196,
88,152,
88,203,
89,160,
89,201,
90,189,
91,160,
91,216,
92,118,
92,146,
92,198,
93,94,
93,210,
94,98,
94,150,
94,215,
95,110,
95,116,
96,102,
96,142,
97,100,
97,173,
97,194,
98,124,
99,143,
100,162,
101,182,
102,111,
103,154,
103,171,
104,140,
104,157,
105,109,
105,197,
106,136,
107,155,
107,194,
107,199,
108,204,
109,139,
110,127,
110,139,
110,173,
112,138,
114,189,
115,199,
116,123,
116,170,
118,322,
120,131,
121,132,
121,217,
122,186,
122,209,
125,193,
127,183,
128,129,
129,141,
129,143,
130,189,
130,199,
131,209,
132,143,
133,194,
134,210,
135,136,
135,178,
136,155,
136,161,
137,205,
138,192,
139,158,
140,148,
140,153,
142,177,
144,145,
144,154,
144,167,
145,207,
146,181,
147,168,
149,200,
150,195,
151,183,
152,210,
154,169,
157,194,
160,187,
160,215,
163,165,
163,191,
164,209,
166,172,
168,190,
168,210,
170,208,
171,211,
173,198,
173,206,
173,213,
174,175,
176,178,
177,181,
178,205,
179,197,
180,218,
181,182,
184,188,
185,203,
185,214,
185,218,
196,207,
202,217,
216,219,
220,295,
221,224,
221,275,
221,299,
222,224,
222,302,
223,312,
223,314,
225,235,
225,246,
225,304,
226,237,
226,261,
227,240,
227,273,
227,277,
227,317,
228,300,
229,238,
230,265,
230,273,
230,319,
231,314,
232,267,
233,276,
234,253,
234,311,
234,391,
235,296,
236,298,
238,260,
239,263,
239,267,
239,301,
239,318,
241,295,
242,254,
242,302,
243,295,
244,273,
244,280,
245,290,
247,264,
247,299,
247,300,
248,303,
248,306,
249,287,
249,322,
250,252,
251,312,
252,268,
252,279,
252,294,
253,310,
253,316,
254,314,
255,278,
255,293,
256,271,
256,279,
257,264,
258,281,
258,285,
258,287,
258,290,
259,317,
260,289,
261,311,
262,320,
264,289,
264,318,
266,303,
267,270,
268,284,
268,309,
269,291,
269,307,
270,296,
272,278,
272,306,
273,305,
274,296,
276,278,
276,316,
278,295,
279,314,
282,316,
283,316,
284,298,
285,323,
286,314,
287,324,
288,294,
291,297,
292,309,
294,313,
297,320,
297,324,
298,315,
299,316,
302,308,
305,306,
305,307,
316,321,
325,370,
326,368,
326,399,
327,395,
328,333,
328,402,
328,434,
329,354,
329,415,
329,416,
330,383,
331,358,
331,388,
332,339,
332,391,
334,349,
334,432,
335,384,
336,399,
337,414,
338,399,
339,357,
339,370,
339,372,
339,379,
339,393,
339,406,
339,413,
339,422,
340,405,
341,378,
341,404,
342,382,
343,419,
344,384,
345,398,
345,425,
346,404,
347,394,
347,411,
347,430,
348,364,
348,384,
348,411,
349,354,
349,367,
349,385,
350,403,
350,434,
351,366,
351,393,
351,431,
352,397,
353,400,
355,386,
356,371,
356,404,
356,412,
357,375,
359,402,
359,435,
360,377,
360,385,
361,386,
361,433,
362,401,
363,373,
364,374,
364,428,
365,414,
366,425,
368,416,
369,380,
369,386,
370,415,
370,434,
371,382,
372,424,
373,383,
375,388,
375,429,
376,421,
376,433,
377,382,
377,421,
380,400,
380,419,
381,398,
382,383,
383,414,
384,396,
386,427,
387,407,
387,414,
389,403,
390,415,
392,413,
392,423,
393,411,
393,418,
394,417,
395,420,
395,430,
397,413,
401,416,
402,426,
404,408,
405,407,
409,419,
410,430,
