0,1,
0,2,
0,3,
0,4,
2,4,
3,4,
3,86,
5,7,
5,22,
5,23,
5,24,
5,25,
5,26,
5,27,
5,87,
5,100,
5,101,
6,8,
6,9,
7,8,
7,9,
7,10,
8,9,
8,10,
11,13,
12,13,
12,15,
14,15,
14,65,
16,17,
16,19,
16,20,
18,20,
18,21,
19,20,
19,21,
20,21,
20,62,
20,80,
20,81,
20,82,
23,42,
23,43,
23,44,
23,55,
23,59,
23,134,
27,116,
27,138,
27,140,
27,157,
28,30,
29,30,
29,37,
29,38,
29,119,
29,121,
31,32,
32,33,
32,150,
34,35,
35,36,
36,83,
36,103,
38,39,
40,41,
40,79,
41,105,
41,123,
41,124,
41,143,
42,45,
43,80,
43,81,
43,117,
45,109,
45,110,
46,50,
47,48,
47,49,
48,49,
48,50,
48,54,
48,76,
48,119,
48,120,
49,91,
49,144,
51,52,
52,54,
52,148,
52,149,
53,54,
54,104,
56,59,
57,58,
58,59,
60,63,
61,62,
61,63,
64,67,
65,68,
65,70,
65,102,
65,103,
65,153,
66,67,
67,68,
69,70,
70,112,
70,115,
71,72,
71,74,
71,75,
72,73,
72,74,
74,122,
74,124,
76,77,
76,78,
79,130,
80,81,
83,117,
84,86,
85,86,
86,157,
87,88,
87,89,
88,89,
90,91,
90,126,
90,127,
90,128,
90,129,
92,93,
92,94,
93,143,
93,151,
93,152,
95,98,
95,99,
96,97,
96,98,
98,127,
98,129,
104,105,
106,108,
106,109,
107,109,
108,109,
109,110,
111,113,
111,114,
114,115,
116,136,
116,137,
117,118,
119,120,
122,125,
126,128,
130,131,
130,132,
133,134,
133,135,
133,150,
133,151,
134,156,
139,140,
139,141,
142,143,
145,149,
146,149,
147,148,
150,151,
153,154,
153,155,
